"","chain","co_owned","empft","firstinc","hrsopen","inctime","meals","state","emptot","treated","time","observation","pct_fte","wage_st"
"492","bk","no",12,0.2,16,52,"reduced price meals","New Jersey",32,1,1,"November 1992",37.5,5.05
"493","bk","no",9,0.13,15,4,"both free and reduced price meals","New Jersey",19,1,1,"November 1992",47.3684210526316,5.05
"494","bk","no",0,0.18,15,41,"both free and reduced price meals","New Jersey",20,1,1,"November 1992",0,5.05
"495","bk","no",4,0.18,15,42,"reduced price meals","New Jersey",26.5,1,1,"November 1992",15.0943396226415,5.05
"496","bk","yes",0,0.18,17,26,"free meals","New Jersey",19,1,1,"November 1992",0,5.05
"497","bk","yes",5,0.15,16,13,"reduced price meals","New Jersey",22.5,1,1,"November 1992",22.2222222222222,5.05
"498","kfc","no",0,0.25,10,13,"free meals","New Jersey",10,1,1,"November 1992",0,5.05
"499","kfc","no",0,0.15,10.5,26,"reduced price meals","New Jersey",12.5,1,1,"November 1992",0,5.05
"500","kfc","no",2.5,0.3,10,13,"reduced price meals","New Jersey",11,1,1,"November 1992",22.7272727272727,5.05
"501","kfc","no",3,0.45,10,13,"free meals","New Jersey",12.5,1,1,"November 1992",24,5.05
"502","roys","yes",30,0.25,24,15,"reduced price meals","New Jersey",59,1,1,"November 1992",50.8474576271186,5.05
"503","roys","no",10,0.15,15,26,"reduced price meals","New Jersey",19,1,1,"November 1992",52.6315789473684,5.05
"504","roys","no",0,0.25,15,52,"reduced price meals","New Jersey",15.5,1,1,"November 1992",0,5.05
"505","wendys","no",11,0.08,12.5,26,"reduced price meals","New Jersey",19,1,1,"November 1992",57.8947368421053,5.05
"506","bk","no",0,0.25,16.5,13,"reduced price meals","New Jersey",26.5,1,1,"November 1992",0,5.05
"507","bk","no",2,0.2,16,26,"none","New Jersey",17.5,1,1,"November 1992",11.4285714285714,5.05
"508","bk","no",11,0.15,17,26,"free meals","New Jersey",28,1,1,"November 1992",39.2857142857143,5.05
"509","bk","no",20,0.25,16.5,26,"reduced price meals","New Jersey",44,1,1,"November 1992",45.4545454545455,5.25
"510","bk","no",22,0.45,13,13,"reduced price meals","New Jersey",31,1,1,"November 1992",70.9677419354839,5.05
"511","bk","no",18,0.38,15,26,"reduced price meals","New Jersey",31,1,1,"November 1992",58.0645161290323,5.05
"512","bk","no",10,0.1,12.5,26,"free meals","New Jersey",41,1,1,"November 1992",24.390243902439,5.05
"513","bk","no",21,0.5,15,13,"both free and reduced price meals","New Jersey",28,1,1,"November 1992",75,5.05
"514","kfc","no",0,0.4,12,52,"free meals","New Jersey",9.5,1,1,"November 1992",0,5.05
"515","roys","yes",2,0.15,16,4,"reduced price meals","New Jersey",25,1,1,"November 1992",8,5.05
"516","roys","yes",15,0.25,14,52,"reduced price meals","New Jersey",28,1,1,"November 1992",53.5714285714286,5.5
"517","roys","no",6,0.25,16,52,"reduced price meals","New Jersey",22.75,1,1,"November 1992",26.3736263736264,5.05
"518","roys","yes",12,0.25,15,26,"reduced price meals","New Jersey",32,1,1,"November 1992",37.5,5.05
"519","wendys","no",5,0.25,11.5,4,"reduced price meals","New Jersey",27.5,1,1,"November 1992",18.1818181818182,5.67
"520","wendys","no",10,0.18,12.5,13,"reduced price meals","New Jersey",25.5,1,1,"November 1992",39.2156862745098,5.05
"521","wendys","no",40,0.18,11.5,26,"reduced price meals","New Jersey",60.5,1,1,"November 1992",66.1157024793389,5.05
"522","bk","no",0,0.17,16,26,"reduced price meals","New Jersey",20.5,1,1,"November 1992",0,5.05
"523","bk","no",8,0.25,16,26,"reduced price meals","New Jersey",16,1,1,"November 1992",50,5.05
"524","bk","no",12,0.58,15,28,"reduced price meals","New Jersey",25,1,1,"November 1992",48,5.75
"525","kfc","no",3,0.25,11.5,13,"free meals","New Jersey",9,1,1,"November 1992",33.3333333333333,5.05
"526","kfc","no",10,0.25,11.5,13,"free meals","New Jersey",16.5,1,1,"November 1992",60.6060606060606,5.25
"527","roys","yes",3,0.18,15.5,26,"reduced price meals","New Jersey",21,1,1,"November 1992",14.2857142857143,5.05
"528","wendys","no",0,0.18,12.5,26,"reduced price meals","New Jersey",21.5,1,1,"November 1992",0,5.05
"529","bk","no",0,0.18,16,10,"free meals","New Jersey",20,1,1,"November 1992",0,5.25
"530","bk","yes",10,0.1,16,4,"reduced price meals","New Jersey",21.25,1,1,"November 1992",47.0588235294118,5.05
"531","bk","no",7,0.18,13,8,"free meals","New Jersey",21.5,1,1,"November 1992",32.5581395348837,5.05
"532","bk","no",11,0.15,18,26,"reduced price meals","New Jersey",31,1,1,"November 1992",35.4838709677419,5.05
"533","bk","no",20,0.2,16,4,"reduced price meals","New Jersey",33,1,1,"November 1992",60.6060606060606,5.05
"534","kfc","yes",1,0.25,10.5,26,"free meals","New Jersey",9,1,1,"November 1992",11.1111111111111,5.05
"535","kfc","no",2,0.2,11,26,"free meals","New Jersey",11,1,1,"November 1992",18.1818181818182,5.05
"536","kfc","no",0,0.25,10,26,"reduced price meals","New Jersey",10.5,1,1,"November 1992",0,5.05
"537","kfc","no",15,0.25,10.5,13,"reduced price meals","New Jersey",22,1,1,"November 1992",68.1818181818182,5.05
"538","kfc","no",2,0.25,10.5,26,"free meals","New Jersey",8,1,1,"November 1992",25,5.05
"539","roys","no",0,0.2,15,52,"reduced price meals","New Jersey",12.5,1,1,"November 1992",0,5.05
"540","wendys","no",4.5,0.18,12.5,19,"reduced price meals","New Jersey",22.5,1,1,"November 1992",20,5.25
"541","wendys","no",4,0.13,13,26,"reduced price meals","New Jersey",11.5,1,1,"November 1992",34.7826086956522,5.05
"542","wendys","no",8,0.15,12.5,26,"reduced price meals","New Jersey",23.5,1,1,"November 1992",34.0425531914894,5.05
"543","bk","no",10,0.15,16,26,"reduced price meals","New Jersey",30,1,1,"November 1992",33.3333333333333,5.05
"544","kfc","no",11,0.45,10.5,2,"free meals","New Jersey",16.5,1,1,"November 1992",66.6666666666667,5.05
"545","bk","no",5,0.25,17.5,52,"reduced price meals","New Jersey",29,1,1,"November 1992",17.2413793103448,5.05
"546","bk","no",16,0.28,17,26,"free meals","New Jersey",30,1,1,"November 1992",53.3333333333333,5.05
"547","bk","no",13,0.08,19,4,"both free and reduced price meals","New Jersey",22.5,1,1,"November 1992",57.7777777777778,5.05
"548","bk","no",4,0.18,17,26,"none","New Jersey",24,1,1,"November 1992",16.6666666666667,5.05
"549","bk","no",12,0.25,17.5,13,"reduced price meals","New Jersey",21.75,1,1,"November 1992",55.1724137931034,5.05
"550","kfc","yes",8.5,0.5,12,52,"free meals","New Jersey",13.5,1,1,"November 1992",62.962962962963,5.2
"551","roys","yes",6,0.2,16,26,"reduced price meals","New Jersey",28.5,1,1,"November 1992",21.0526315789474,5.05
"552","wendys","yes",0,0.2,11,13,"reduced price meals","New Jersey",10,1,1,"November 1992",0,5.05
"553","bk","no",20,0.53,16,4,"reduced price meals","New Jersey",30.5,1,1,"November 1992",65.5737704918033,5.05
"554","bk","yes",12,0.15,17.5,19,"reduced price meals","New Jersey",24.75,1,1,"November 1992",48.4848484848485,5.05
"555","bk","no",20,0.15,16,26,"both free and reduced price meals","New Jersey",28,1,1,"November 1992",71.4285714285714,5.05
"556","kfc","no",2,0.2,10.5,13,"reduced price meals","New Jersey",14,1,1,"November 1992",14.2857142857143,5.05
"557","kfc","yes",0,0.2,10.5,26,"free meals","New Jersey",9,1,1,"November 1992",0,5.05
"558","kfc","yes",5,0.25,11,26,"free meals","New Jersey",9.5,1,1,"November 1992",52.6315789473684,5.05
"559","kfc","yes",9,0.18,10.5,26,"free meals","New Jersey",15.5,1,1,"November 1992",58.0645161290323,5.05
"560","kfc","no",3,0.13,10,13,"free meals","New Jersey",12,1,1,"November 1992",25,5.05
"561","kfc","no",1,0.15,11,13,"free meals","New Jersey",11.5,1,1,"November 1992",8.69565217391304,5.05
"562","roys","yes",2,0.2,11.5,26,"reduced price meals","New Jersey",12.5,1,1,"November 1992",16,5.05
"563","roys","yes",3,0.25,15,28,"reduced price meals","New Jersey",16,1,1,"November 1992",18.75,5.05
"564","roys","yes",12,0.1,17,4,"reduced price meals","New Jersey",28.5,1,1,"November 1992",42.1052631578947,5.05
"565","wendys","no",0,0.15,10.5,52,"free meals","New Jersey",15,1,1,"November 1992",0,5.3
"566","bk","no",22,0.15,13.5,26,"reduced price meals","New Jersey",30.5,1,1,"November 1992",72.1311475409836,5.5
"567","bk","no",15,0.18,17,26,"free meals","New Jersey",26.5,1,1,"November 1992",56.6037735849057,5.05
"568","bk","no",18,0.25,15,13,"reduced price meals","New Jersey",27,1,1,"November 1992",66.6666666666667,5.05
"569","bk","no",15,0.25,16,26,"reduced price meals","New Jersey",21.5,1,1,"November 1992",69.7674418604651,5.05
"570","bk","no",9,0.2,15.5,4,"reduced price meals","New Jersey",21.5,1,1,"November 1992",41.8604651162791,5.05
"571","kfc","yes",25,0.25,12,13,"free meals","New Jersey",37.5,1,1,"November 1992",66.6666666666667,5.05
"572","kfc","no",0,0.28,12.5,26,"free meals","New Jersey",11.5,1,1,"November 1992",0,5.05
"573","roys","yes",7,0.1,15.5,26,"reduced price meals","New Jersey",21,1,1,"November 1992",33.3333333333333,5.05
"574","roys","yes",16,0.25,17,26,"reduced price meals","New Jersey",28,1,1,"November 1992",57.1428571428571,5.05
"575","wendys","no",10,0.25,16,26,"reduced price meals","New Jersey",23,1,1,"November 1992",43.4782608695652,5.05
"576","bk","no",10,0.1,15,4,"free meals","New Jersey",19,1,1,"November 1992",52.6315789473684,5.05
"577","kfc","yes",2,0.25,10,6,"free meals","New Jersey",7,1,1,"November 1992",28.5714285714286,5.05
"578","roys","yes",4,0.23,16,52,"reduced price meals","New Jersey",14,1,1,"November 1992",28.5714285714286,5.05
"579","bk","yes",4,0.28,16,8,"reduced price meals","New Jersey",22,1,1,"November 1992",18.1818181818182,5.05
"580","bk","no",30,0.2,16,26,"both free and reduced price meals","New Jersey",47.5,1,1,"November 1992",63.1578947368421,5.05
"581","kfc","yes",10,0.17,11,26,"reduced price meals","New Jersey",15.5,1,1,"November 1992",64.5161290322581,5.05
"582","kfc","yes",2,0.18,10,6,"free meals","New Jersey",10.5,1,1,"November 1992",19.047619047619,5.05
"583","kfc","yes",1,0.39,10.5,13,"free meals","New Jersey",7,1,1,"November 1992",14.2857142857143,5.05
"584","roys","yes",6,0.28,16,26,"reduced price meals","New Jersey",15,1,1,"November 1992",40,5.05
"585","roys","yes",3,0.13,16,52,"reduced price meals","New Jersey",13.5,1,1,"November 1992",22.2222222222222,5.05
"586","roys","yes",2,0.18,11.5,26,"reduced price meals","New Jersey",12.5,1,1,"November 1992",16,5.05
"587","roys","yes",2,0.15,16,4,"reduced price meals","New Jersey",12.5,1,1,"November 1992",16,5.05
"588","roys","yes",5,0.15,16,19,"reduced price meals","New Jersey",12.5,1,1,"November 1992",40,5.05
"589","roys","yes",3,0.25,15,26,"reduced price meals","New Jersey",10,1,1,"November 1992",30,5.05
"590","wendys","no",5,0.1,11.5,17,"reduced price meals","New Jersey",16,1,1,"November 1992",31.25,5.1
"591","wendys","no",15,0.25,16,52,"free meals","New Jersey",23.5,1,1,"November 1992",63.8297872340426,5.05
"592","bk","yes",15,0.15,16,26,"reduced price meals","New Jersey",34,1,1,"November 1992",44.1176470588235,5.05
"593","roys","yes",12,0.15,16,13,"reduced price meals","New Jersey",32.5,1,1,"November 1992",36.9230769230769,5.05
"594","roys","no",10,0.38,24,26,"free meals","New Jersey",21.5,1,1,"November 1992",46.5116279069767,5.05
"595","roys","yes",5,0.35,18,2,"free meals","New Jersey",20,1,1,"November 1992",25,5.05
"596","wendys","no",3,0.3,11.5,26,"reduced price meals","New Jersey",17.5,1,1,"November 1992",17.1428571428571,5.05
"597","bk","no",3,0.25,10,4,"free meals","New Jersey",7,1,1,"November 1992",42.8571428571429,5.05
"598","bk","no",15,0.15,16,13,"free meals","New Jersey",22,1,1,"November 1992",68.1818181818182,5.25
"599","bk","yes",12,0.15,16,26,"reduced price meals","New Jersey",22,1,1,"November 1992",54.5454545454545,5.05
"600","bk","no",4,0.13,10.5,8,"free meals","New Jersey",7,1,1,"November 1992",57.1428571428571,5.05
"601","kfc","no",7,0.5,11.5,13,"free meals","New Jersey",14,1,1,"November 1992",50,5.05
"602","kfc","no",22,0.25,11.5,13,"free meals","New Jersey",27,1,1,"November 1992",81.4814814814815,5.05
"603","roys","yes",1,0.1,15,26,"reduced price meals","New Jersey",11.5,1,1,"November 1992",8.69565217391304,5.05
"604","bk","no",3,0.18,15,13,"reduced price meals","New Jersey",16,1,1,"November 1992",18.75,5.05
"605","bk","no",10,0.2,16,6,"reduced price meals","New Jersey",25,1,1,"November 1992",40,5.05
"606","bk","yes",5,0.25,16,13,"free meals","New Jersey",11.5,1,1,"November 1992",43.4782608695652,5.05
"607","bk","no",15,0.15,16,8,"reduced price meals","New Jersey",25.5,1,1,"November 1992",58.8235294117647,5.05
"608","kfc","yes",4,0.15,12,6,"reduced price meals","New Jersey",11.5,1,1,"November 1992",34.7826086956522,5.05
"609","roys","yes",5,0.23,17,13,"reduced price meals","New Jersey",17,1,1,"November 1992",29.4117647058824,5.05
"610","roys","yes",10,0.53,16,52,"reduced price meals","New Jersey",24,1,1,"November 1992",41.6666666666667,5.05
"611","bk","yes",0,0.25,16,26,"reduced price meals","New Jersey",17,1,1,"November 1992",0,5.05
"612","bk","no",5,0.25,16,4,"reduced price meals","New Jersey",28,1,1,"November 1992",17.8571428571429,5.05
"613","bk","no",4,0.18,16,26,"reduced price meals","New Jersey",21.5,1,1,"November 1992",18.6046511627907,5.05
"614","kfc","no",24,0.18,12.5,13,"free meals","New Jersey",30,1,1,"November 1992",80,5.05
"615","kfc","no",14,0.13,12.5,4,"reduced price meals","New Jersey",19.5,1,1,"November 1992",71.7948717948718,5.2
"616","kfc","no",1,0.25,12.5,52,"free meals","New Jersey",20,1,1,"November 1992",5,5.05
"617","roys","no",1,0.25,11.5,13,"reduced price meals","New Jersey",14.5,1,1,"November 1992",6.89655172413793,5.05
"618","wendys","no",0,0.15,11.5,19,"free meals","New Jersey",14.5,1,1,"November 1992",0,5.05
"619","bk","no",0,0.2,14,15,"reduced price meals","New Jersey",11.5,1,1,"November 1992",0,5.05
"620","bk","no",11,0.2,14,26,"reduced price meals","New Jersey",20,1,1,"November 1992",55,5.05
"621","bk","no",28,0.15,16,52,"free meals","New Jersey",34,1,1,"November 1992",82.3529411764706,5.05
"622","bk","no",15,0.13,16,26,"free meals","New Jersey",25,1,1,"November 1992",60,5.05
"623","bk","no",7,0.38,16,26,"free meals","New Jersey",10,1,1,"November 1992",70,5.05
"624","bk","no",0,0.1,16,26,"both free and reduced price meals","New Jersey",18,1,1,"November 1992",0,5.05
"625","bk","no",15,0.1,17,28,"reduced price meals","New Jersey",25,1,1,"November 1992",60,5.05
"626","bk","no",14,0.25,17,26,"free meals","New Jersey",23,1,1,"November 1992",60.8695652173913,5.05
"627","kfc","yes",18,0.25,11,13,"free meals","New Jersey",23,1,1,"November 1992",78.2608695652174,5.25
"628","roys","yes",8,0.1,16,26,"reduced price meals","New Jersey",26,1,1,"November 1992",30.7692307692308,5.4
"629","roys","yes",6,0.24,17,52,"reduced price meals","New Jersey",16.5,1,1,"November 1992",36.3636363636364,5.05
"630","roys","yes",18,0.23,16,26,"reduced price meals","New Jersey",31,1,1,"November 1992",58.0645161290323,5.05
"631","roys","yes",8,0.15,16,41,"reduced price meals","New Jersey",23,1,1,"November 1992",34.7826086956522,5.05
"632","roys","no",5,0.15,16,26,"reduced price meals","New Jersey",22.5,1,1,"November 1992",22.2222222222222,5.05
"633","roys","yes",17,0.13,15,26,"reduced price meals","New Jersey",21.5,1,1,"November 1992",79.0697674418605,5.05
"634","roys","yes",1.5,0.15,16,26,"reduced price meals","New Jersey",12,1,1,"November 1992",12.5,5.05
"635","bk","no",0,0.1,16,26,"reduced price meals","New Jersey",20.5,1,1,"November 1992",0,5.05
"636","bk","no",4,0.13,16,4,"reduced price meals","New Jersey",25,1,1,"November 1992",16,5.05
"637","bk","no",0,0.13,17,26,"free meals","New Jersey",13,1,1,"November 1992",0,5.05
"638","bk","no",13,0.38,16,26,"both free and reduced price meals","New Jersey",21.5,1,1,"November 1992",60.4651162790698,5.05
"639","bk","yes",13,0.15,16,26,"both free and reduced price meals","New Jersey",25.5,1,1,"November 1992",50.9803921568627,5.05
"640","bk","no",0,0.15,16,26,"reduced price meals","New Jersey",21.5,1,1,"November 1992",0,5.05
"641","kfc","yes",25,1,13,4,"reduced price meals","New Jersey",36.5,1,1,"November 1992",68.4931506849315,5.05
"642","kfc","yes",19,0.5,11,13,"free meals","New Jersey",23.75,1,1,"November 1992",80,5.25
"643","kfc","yes",12,0.5,14,19,"free meals","New Jersey",17.5,1,1,"November 1992",68.5714285714286,5.25
"644","roys","yes",5,0.25,18,19,"reduced price meals","New Jersey",20.5,1,1,"November 1992",24.390243902439,5.05
"645","wendys","no",10,0.1,12.5,13,"reduced price meals","New Jersey",25,1,1,"November 1992",40,5.14
